mod_num,time_to_create,nfolds,ntrees,max_depth,mtries,min_split_improvement,sample_rate,categorical_encoding,histogram_type,seed,col_sample_rate_per_tree,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,rmsle,rmsle_valid,mae,mae_valid
11,7.283999999999992,5,100,20,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
12,9.314999999999998,5,200,20,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
13,8.26400000000001,5,100,30,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
14,9.296999999999969,5,200,30,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
15,9.282000000000039,5,100,3,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006807518420783754,2.2937537694855958e-4,2.3021993380376258,2.241556926838704,1.5173000158299694,1.4971829971111428,0.17069842552648104,0.1650497711090055,1.203910015711247,1.194737857557367
16,10.298000000000002,5,200,3,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006883910646962033,2.291541401678865e-4,2.302022262459829,2.241557422867319,1.517241662511226,1.4971831627651038,0.17068949035503275,0.16505007042106964,1.2039614186137997,1.1948670241015966
17,9.255000000000052,5,100,5,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006908919097946553,6.204045390645341e-6,2.301964293395051,2.242057292854473,1.5172225589527235,1.4973500902776455,0.17069878400972388,0.165079394777395,1.2039546854942613,1.195055038391866
18,11.291999999999973,5,200,5,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.007348811705034208,-3.8320463331920074e-4,2.3009446315594775,2.2429303748391156,1.5168864926419108,1.4976416042695648,0.1706640752171345,0.1651077816132874,1.2037427937806675,1.195291446235453
19,10.925000000000068,5,100,7,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0062187961833438665,-0.0013504498057164138,2.303563983834347,2.245099007386162,1.5177496446497185,1.4983654452055954,0.17074151685261,0.16517901728235965,1.2041809720091938,1.1958119168256394
20,12.33400000000006,5,200,7,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006803134965096769,-0.0014410330925334058,2.302209498795956,2.2453021015649863,1.5173033641285965,1.49843321558386,0.17070016738633711,0.16518265682456773,1.20407996925443,1.1958738669486386
21,11.325999999999908,5,100,10,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0019760826498281814,-0.0023955416806544783,2.3133985048053596,2.247442177783205,1.5209860304438563,1.4991471501434424,0.17101779022748503,0.16521951280030303,1.2066945931623172,1.1972596017038568
22,16.888000000000034,5,200,10,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.00441537435005912,-0.002190711108471577,2.3077442778134043,2.2469829330558677,1.5191261559901483,1.4989939736556208,0.1708454522774925,0.16520605649923914,1.205543540951581,1.1968966165435144
23,22.08699999999999,5,100,15,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.010810228638967079,-0.008122639273714594,2.3430369061535075,2.2602827383720356,1.5306981760469656,1.5034236722800516,0.17182748607446696,0.16549626880502738,1.2152050462486388,1.2026362475685284
24,37.579000000000065,5,200,15,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.004140855119790121,-0.005884119314504055,2.3275774382399352,2.2552638172346726,1.5256400093862035,1.5017535807297655,0.17135084826722946,0.16533054736949288,1.211328959890445,1.200891585617933
25,36.603000000000065,5,100,20,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.021506684311197732,-0.013650899855661702,2.3678310660214947,2.2726774922242057,1.5387758335837922,1.5075402124733541,0.1724382124299699,0.1657609797700488,1.2229610490495801,1.2081327012427436
26,71.10899999999992,5,200,20,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.010781328681923164,-0.009942655880372797,2.3429699166593156,2.2643633451943797,1.5306762938842804,1.5047801650720878,0.17165424564554815,0.1654900504457984,1.2172343764596663,1.2049859297000591
27,53.8660000000001,5,100,30,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.028184656853099455,-0.01545282250937663,2.3833104662893603,2.2767175311157115,1.5437974175031386,1.5088795615010866,0.17283702609670518,0.16579994025884023,1.2278909437113343,1.2100940298165914
28,116.70700000000011,5,200,30,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.015861220579572732,-0.012005598480047341,2.3547449995168463,2.2689886093900693,1.5345178394260675,1.506316238175128,0.17192174832051346,0.16553745353185154,1.221396783657275,1.2075157407113442
29,9.30399999999986,5,100,3,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0073259243953195385,-1.280838347081925e-4,2.3009976838632875,2.2423583758433234,1.5169039797769954,1.4974506255110127,0.17066686050350083,0.16508733790478528,1.203834383620211,1.1952269677953704
30,10.294000000000096,5,200,3,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.007251583273250484,1.0390785345815168e-5,2.301170005024785,2.242047905885386,1.5169607790001642,1.497346955747193,0.1706669742590422,0.16507531752961788,1.2039793885858578,1.195284835701623
31,9.258000000000038,5,100,5,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0072210866756443615,-0.0010112576340184365,2.301240695498307,2.244338514385794,1.5169840788545894,1.4981116495060687,0.17067844679366087,0.16516630625891934,1.204113937476941,1.1958503024161398
32,11.325000000000045,5,200,5,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.007612977138855559,-9.932538249475265e-4,2.300332301625295,2.244298148563936,1.5166846414549384,1.4980981772113389,0.17064819936772282,0.16516343911507606,1.203854659752147,1.195921234150149
33,10.281999999999925,5,100,7,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006195180831957359,-0.002710451089522392,2.30361872372348,2.248148227100308,1.5177676777832239,1.4993826153121517,0.17073730204260412,0.16529477339175677,1.20461997295957,1.1968806180434854
34,13.327999999999975,5,200,7,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006445333829394606,-0.002533418503000373,2.3030388743228962,2.2477513074361157,1.5175766452877746,1.4992502484362362,0.170725858684251,0.16527488799130569,1.204536025390545,1.1968205805688708
35,14.778999999999996,5,100,10,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,3.0604215729113093e-4,-0.0052878301821168705,2.317269623634513,2.2539268945424253,1.522258067357343,1.5013083942156673,0.1711268697502949,0.16544006768330685,1.208553325895478,1.1993833744965432
36,18.407999999999902,5,200,10,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.003083546213048405,-0.0042319544900437656,2.31083142749715,2.2515595460595277,1.520141910315333,1.500519758636829,0.17092998177356214,0.16536610814824468,1.2068814502406007,1.1984069817592393
37,24.503999999999905,5,100,15,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.01846769274025073,-0.015049258911716379,2.3607867473091626,2.2758127127949126,1.53648519267488,1.5085797005113495,0.17233554166369713,0.16597377924509912,1.2203274067690892,1.2071472799502867
38,46.03399999999988,5,200,15,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.009071844381821625,-0.010803585336457866,2.3390073679116434,2.2662936103354814,1.5293813677142936,1.5054214062299902,0.17165973712181923,0.16566480772782205,1.2149671293891755,1.2044659427677868
39,46.355999999999995,5,100,20,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.034261805292233216,-0.02505463255334317,2.397397168890536,2.298245472909718,1.548353050467023,1.5159965280005485,0.17325934085175787,0.16651589630938837,1.2324823455682097,1.2156670746178724
40,90.82799999999997,5,200,20,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.01985695002344512,-0.01751739500081806,2.364007016549067,2.2813464496447953,1.5375327692602414,1.51041267527944,0.17222924914638973,0.1659634069691066,1.2238932686534298,1.2103003843874485
41,71.50900000000001,5,100,30,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.04619460975605838,-0.029546444933736593,2.425057159322471,2.308316436096026,1.5572595028839833,1.519314462544218,0.1739821733324996,0.16670106980376911,1.2409159553716365,1.219098121068829
42,144.71900000000005,5,200,30,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.027952340644709306,-0.022044186168460822,2.382771962191624,2.291495837762702,1.5436229987246317,1.5137687530672252,0.17269022142832333,0.16615138370489801,1.2297990734145077,1.2142745649829192
43,8.286000000000058,5,100,3,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
44,10.342999999999847,5,200,3,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
45,8.353000000000065,5,100,5,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
46,9.278000000000247,5,200,5,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
47,8.101000000000113,5,100,7,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
48,9.235999999999876,5,200,7,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
49,7.291000000000167,5,100,10,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
50,9.249000000000251,5,200,10,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
51,8.297000000000025,5,100,15,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
52,9.265000000000327,5,200,15,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
53,8.219000000000051,5,100,20,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
54,9.25799999999981,5,200,20,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
55,8.251000000000204,5,100,30,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
56,9.257000000000062,5,200,30,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
57,9.269999999999982,5,100,3,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.004424408996990592,9.140948366785917e-4,2.3077233356913376,2.24002173705607,1.5191192631559043,1.4966702165327104,0.17084234592632713,0.1649488121762632,1.205015009922998,1.1936842263531569
58,10.280999999999949,5,200,3,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.004664193077259293,9.476177659319962e-4,2.3071675212232408,2.2399465762617585,1.5189363124315782,1.4966451069848719,0.17082519665200693,0.16494887318561932,1.2049723915883608,1.1938152407533857
59,9.26700000000028,5,100,5,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0051038706937589495,0.0011597964066297761,2.3061483577313404,2.239470856641608,1.5186007894543385,1.4964861698798315,0.17079255722010844,0.16493572320441763,1.2045310122261648,1.193508620646503
60,10.35799999999972,5,200,5,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0053671315931919095,0.001146060676440408,2.305538124488896,2.2395016531267147,1.5183998565888024,1.4964964594434278,0.17077728974539777,0.16494422977905077,1.20448222545149,1.1937048588895085
61,10.259999999999764,5,100,7,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.004884453713067449,8.034616637456748e-4,2.306656961689859,2.2402697845071735,1.5187682383069048,1.4967530806740215,0.17080694717146386,0.16495883215278043,1.2047825947611162,1.1936065338206623
62,13.717999999999847,5,200,7,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005397866191590217,0.0010229703918352984,2.3054668823345303,2.239777630309168,1.5183763967918265,1.4965886643661204,0.17077249781316747,0.16495375282929722,1.2045132386263766,1.1937315950094516
63,10.286999999999807,5,100,10,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.004322989025764223,0.001042153641473198,2.307958425057147,2.2397346200975794,1.5191966380482635,1.4965742948806715,0.170829606254893,0.16492713354998212,1.205382535994881,1.193340179362253
64,13.014000000000124,5,200,10,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005354512316858129,0.0010196774628524752,2.305567375706722,2.239785013290413,1.5184094888094983,1.496591130967444,0.17076062876105566,0.16494364532329087,1.2048181609912254,1.1935227522335101
65,13.995000000000346,5,100,15,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,2.9459339268789186e-4,-4.493625918498001e-4,2.317296161630702,2.243078705692771,1.52226678398719,1.4976911249295601,0.17105109950792596,0.1649847452596855,1.208663371775422,1.1950678725417083
66,22.472000000000207,5,200,15,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.002830678356809835,1.2922476355925472e-4,2.311417569883486,2.2417814716449236,1.5203346900875103,1.497257984331666,0.17088825750598172,0.16495445016855548,1.2067408929165166,1.1947701205457533
67,19.423999999999978,5,100,20,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.003773579579604114,-0.0017342478794040161,2.326726101242147,2.245959509994854,1.5253609740786431,1.4986525648044158,0.17129616127891104,0.1650137804918021,1.2117154354620157,1.1964538388998058
68,34.61999999999989,5,200,20,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,2.0904820126810275e-4,-6.368853052516332e-4,2.317494453589926,2.2434991449683537,1.5223319130826647,1.4978314808309892,0.17102961586007082,0.1649363865686706,1.2090303561452622,1.1961265326026336
69,26.537000000000262,5,100,30,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.006511723270858694,-0.0024294682155563407,2.3330730608802575,2.247518243490118,1.5274400351176662,1.4991725195887624,0.1714605504334228,0.16500608927702468,1.2136200529737493,1.197748146840135
70,50.81700000000001,5,200,30,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.001432530990077563,-0.0010904371324136353,2.321299599719952,2.2445160404589957,1.5235811759535336,1.4981708982819668,0.17111145878860304,0.16491471630696128,1.2104695373960401,1.197194779130778
71,9.268999999999778,5,100,3,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0058506948828103145,8.057474134649523e-4,2.304417234927299,2.240264659693551,1.5180307094809706,1.4967513686960674,0.1707577952834063,0.1649894308024238,1.2049706143386352,1.1947410968881442
72,12.719000000000051,5,200,3,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005846865193684603,8.143651293763821e-4,2.3044261120663565,2.2402453381608725,1.51803363337785,1.4967449141924192,0.1707590750437419,0.16499082964785122,1.2049614873145782,1.1947958977429634
73,9.279999999999745,5,100,5,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006389955897045607,7.635898355087267e-4,2.3031672392084146,2.2403591799850653,1.5176189374175635,1.4967829435108704,0.17072741160938432,0.16501366548603488,1.2047848361588085,1.1949601685644293
74,12.994000000000142,5,200,5,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.00691405080305274,7.311621265623236e-4,2.301952398210263,2.2404318852174656,1.517218638894956,1.4968072304800861,0.17069458682751612,0.1650182127693108,1.2043343906243122,1.1950024836022428
75,11.182999999999993,5,100,7,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.006337325946153438,1.7453659457355997e-4,2.3032892343305607,2.241679879293462,1.5176591298215028,1.4972240578128118,0.1707319912624694,0.16506591239573196,1.2046606696003603,1.1951746480670606
76,13.33999999999969,5,200,7,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.00691722647679438,1.8348278008839536e-4,2.301945037065146,2.2416598213085446,1.5172162130247442,1.4972173594066243,0.17069432364383486,0.1650708832172752,1.2041295644600944,1.1953461802228686
77,12.335999999999785,5,100,10,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0037925076528398938,-0.0020148853618759954,2.3091880697516434,2.246588719212721,1.5196012864405068,1.4988624750832615,0.17089218221092503,0.16521231410882214,1.2062460544160154,1.1966938344990858
78,16.36999999999989,5,200,10,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0049157081162093386,-0.00210926098374431,2.306584514639002,2.2468003160767553,1.5187443875251037,1.4989330592380552,0.17080675184186292,0.16522063218048652,1.2057050169706773,1.1968956279058045
79,19.389999999999873,5,100,15,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.009928824848832951,-0.010276363756154927,2.340993830657241,2.265111542012807,1.53003066330621,1.5050287512246425,0.17174459452304697,0.1656936346280317,1.2163125409409665,1.2031517601198167
80,37.47900000000027,5,200,15,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.003989951284770088,-0.008891459046332706,2.3272276463158783,2.26200648704434,1.525525367313136,1.5039968374449262,0.1713178151742816,0.16559164906359086,1.2129286496979632,1.2024049405295705
81,36.748999999999796,5,100,20,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.0249247153589236,-0.021450461870085258,2.375753990289865,2.290164665610932,1.5413481080826177,1.5133290011134168,0.1726318121027916,0.16633911536761628,1.2271654448184264,1.2118770382759014
82,69.95399999999972,5,200,20,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.01375939106113444,-0.015788863297031552,2.3498730027833203,2.277470958488667,1.5329295491911297,1.5091292053660175,0.1718660539118146,0.1659306071980523,1.221072730667348,1.2088488211436406
83,56.897000000000844,5,100,30,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.0382489482371966,-0.02789372136798196,2.4066392825984053,2.3046109121831146,1.5513346778172676,1.5180945004126438,0.17341883424535393,0.1666451518074626,1.2359830238716287,1.217145962706026
84,114.88199999999961,5,200,30,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.022673427906010124,-0.02077576703376116,2.3705355531994137,2.288651951747755,1.5396543616017895,1.5128291217939174,0.17232390498109015,0.16614136030203605,1.227159206147655,1.2133280735996084
85,9.435999999999694,5,100,3,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
86,9.252999999999702,5,200,3,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
87,8.279000000000451,5,100,5,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
88,10.264999999999418,5,200,5,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
89,8.262000000000626,5,100,7,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
90,9.24499999999989,5,200,7,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
91,7.25,5,100,10,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
92,9.265999999999622,5,200,10,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
93,8.253999999999905,5,100,15,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
94,9.279999999999745,5,200,15,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
95,8.231000000000677,5,100,20,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
96,9.274000000000342,5,200,20,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
97,8.218000000000757,5,100,30,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.280175268713606e-10,-8.083501942479643e-6,2.317979021479516,2.242089326552907,1.5224910579308886,1.4973607870359458,0.17111908988099842,0.16494705497319026,1.2062419309534578,1.192542854409374
98,9.265000000000327,5,200,30,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,1.3918843855265095e-9,-8.083501942479643e-6,2.317979019708889,2.242089326552907,1.5224910573493984,1.4973607870359458,0.1711190966666533,0.16494705497319026,1.2062418504826253,1.192542854409374
