mod_num,time_to_create,nfolds,activation,total_nodes,num_layers,adaptive_rate,rate,rate_decay,momentum_start,momentum_stable,input_dropout_ratio,initial_weight_distribution,initial_weight_scale,loss,distribution,stopping_metric,stopping_tolerance,categorical_encoding,seed,mini_batch_size,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,rmsle,rmsle_valid,mae,mae_valid
11,28.786,5,Tanh,400,2,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-0.7176535070924164,-0.9256913420177459,2116761143.3615224,2576225850.437597,46008.27255354761,50756.535051533974,NaN,NaN,32765.970979140762,35667.01388168863
12,21.640999999999963,5,Tanh,300,3,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-2.426537745228939,-2.640612424859817,4222715422.7630696,4870479310.833259,64982.42395265869,69788.8193827153,NaN,NaN,49372.42727399149,52916.80785571389
13,9.422000000000025,5,Tanh,100,1,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-8.632091658579377,-8.240248062661834,11870168964.80535,12361776471.686483,108950.30502392065,111183.52608046969,NaN,NaN,85868.41588505018,87986.63544329343
14,16.548999999999978,5,Tanh,200,2,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-17.965747344555375,-17.278008015921877,23372558474.68589,24452660568.014133,152880.86366411558,156373.46503807523,NaN,NaN,121349.09545800702,124848.35086824333
15,29.806999999999903,5,Tanh,400,2,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-31.44336276935298,-35.165206968102446,39981782930.36449,48382489470.00398,199954.4521393922,219960.19974078034,NaN,NaN,158673.37379997314,176055.32829336965
16,22.632000000000062,5,Tanh,300,3,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-25.60194047100717,-26.394652923162955,32783069282.910152,36649078429.39656,181060.9546062048,191439.4902557896,NaN,NaN,143959.3092085202,152137.64294544404
17,9.405999999999949,5,Tanh,100,1,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.1610100284807452,-0.15640263316924496,1430778038.290856,1547057044.9587972,37825.626740225416,39332.64604573149,NaN,NaN,19209.78725152403,19216.504929196828
18,17.556999999999903,5,Tanh,200,2,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.07830936844469383,-0.07481679236069128,1328861357.789329,1437909983.051954,36453.55068836682,37919.78353118533,NaN,NaN,17699.210093493144,17658.48612043353
19,28.78099999999995,5,Tanh,400,2,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.11730127350471231,-0.12341281693620743,1376913278.1538756,1502922652.5323946,37106.782104540885,38767.54638266903,NaN,NaN,18718.370667091687,18765.35248646415
20,20.648000000000025,5,Tanh,300,3,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.12819748735956504,-0.11376667223241643,1390341296.087919,1490017859.9518092,37287.280620714606,38600.749473965,NaN,NaN,16903.37893710979,16701.176348027686
21,9.404999999999973,5,Tanh,100,1,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.08473864167143152,-0.08162889672808937,1336784513.2396097,1447023343.528915,36562.06385366682,38039.760035112144,NaN,NaN,16222.29142761957,16208.300335498876
22,16.564000000000078,5,Tanh,200,2,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.07330261625230361,-0.06911585559552624,1322691255.1163914,1430283163.350548,36368.82256983846,37819.08464453559,NaN,NaN,16185.82040784756,16129.476052390275
23,31.868000000000052,5,Tanh,400,2,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.07048923569112864,-0.06387604860423468,1319224167.8203833,1423273251.6748145,36321.125640877144,37726.293903255515,NaN,NaN,16586.956461969956,16783.320932161703
24,21.63499999999999,5,Tanh,300,3,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-1.2005803749931534,-1.24478962839224,2711899117.834603,3003121498.8995895,52075.897667103185,54800.74359805339,NaN,NaN,37027.19016987508,38765.44177404263
25,11.459999999999809,5,Tanh,100,1,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-8.440834996230318,-8.032793123671926,11634472609.517252,12084239378.921265,107863.21249396038,109928.33747001391,NaN,NaN,84527.3271836356,86813.40129450463
26,16.563000000000102,5,Tanh,200,2,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-23.577758180047898,-22.469711384987296,30288555457.571712,31398218319.328487,174036.07516136335,177195.42409252134,NaN,NaN,137755.4372173084,141098.07445078014
27,29.812000000000126,5,Tanh,400,2,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-49.65013947667463,-52.15630516103062,62419019148.71929,71113498036.55843,249837.98580023673,266671.14211432484,NaN,NaN,196204.1733986293,214016.52078109974
28,22.610999999999876,5,Tanh,300,3,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-33.926295459704335,-34.24776377429414,43041640706.5784,47155116826.93001,207464.79389664743,217152.2894812072,NaN,NaN,163384.30036824525,172245.02194565782
29,9.386999999999944,5,Tanh,100,1,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-36.17786913676259,-33.57493984804549,45816381742.14402,46255000409.63413,214047.6155955586,215069.75707810276,NaN,NaN,169825.62079415328,171779.88337252673
30,16.603000000000065,5,Tanh,200,2,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-65.7866393238534,-59.6959700038674,82304936608.39783,81200202508.83342,286888.3695941643,284956.4923086214,NaN,NaN,228239.08546355288,227674.90797907236
31,29.772000000000162,5,Tanh,400,2,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-118.06728671694592,-111.80563352610199,146733322481.64304,150913483809.1077,383057.85787742696,388475.8471373834,NaN,NaN,303364.6177211831,312407.41589108534
32,23.700000000000045,5,Tanh,300,3,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-77.35635493566,-73.52394100067899,96562948684.57712,99699520423.28197,310745.79431518796,315752.3086586731,NaN,NaN,247525.5410340522,253592.09495724694
