1.313518047332763672e+00,-1.316883325576782227e+00
2.061504423618316650e-01,4.931629002094268799e-01
-8.685922622680664062e-01,-8.125581741333007812e-01
-1.145257115364074707e+00,-7.483180165290832520e-01
-5.692132115364074707e-01,9.251401573419570923e-02
-1.464493155479431152e+00,2.978888154029846191e-01
4.840290546417236328e-01,-1.653159022331237793e+00
-3.450569808483123779e-01,-1.151158094406127930e+00
9.870222955942153931e-02,6.006110906600952148e-01
-7.677261829376220703e-01,1.803956627845764160e+00
-4.870716333389282227e-01,-6.162546873092651367e-01
-1.296790361404418945e+00,-5.506482720375061035e-01
-3.357549607753753662e-01,-1.843171864748001099e-01
1.716279536485671997e-01,-8.187422156333923340e-02
-1.434520840644836426e+00,6.131414771080017090e-01
-1.161838918924331665e-01,-2.148520946502685547e-01
-8.839151859283447266e-01,3.417828381061553955e-01
6.202311515808105469e-01,-3.592735826969146729e-01
-6.475555300712585449e-01,-6.995037794113159180e-01
1.332530856132507324e+00,2.061268538236618042e-01
-2.944906651973724365e-01,7.321518659591674805e-01
-1.018462628126144409e-01,1.595127433538436890e-01
-5.558173656463623047e-01,-5.475090146064758301e-01
2.249148607254028320e+00,7.078636288642883301e-01
-1.123366206884384155e-01,8.744785189628601074e-01
9.895519167184829712e-02,-1.542410492897033691e+00
-1.796785116195678711e+00,8.129653930664062500e-01
9.648816585540771484e-01,2.104665279388427734e+00
-3.655161261558532715e-01,-6.999540328979492188e-01
-4.366565346717834473e-01,1.219029948115348816e-01
-1.069748282432556152e+00,1.198568224906921387e+00
1.718602776527404785e+00,2.246218025684356689e-01
4.927005469799041748e-01,-7.223298549652099609e-01
-3.172788023948669434e-01,-1.170474290847778320e+00
-8.882822990417480469e-01,-7.371544837951660156e-01
-9.599881619215011597e-02,-9.031498432159423828e-02
1.709417253732681274e-01,1.060486674308776855e+00
9.588002562522888184e-01,8.337067365646362305e-01
1.347114920616149902e+00,4.551340937614440918e-01
1.148740649223327637e+00,-7.984586954116821289e-01
-1.804849982261657715e+00,1.505890607833862305e+00
4.279190301895141602e-01,5.576240420341491699e-01
-8.577162027359008789e-01,-2.363333702087402344e-01
-1.177923157811164856e-01,-1.486541509628295898e+00
2.332628965377807617e+00,2.369466781616210938e+00
1.495522856712341309e+00,-1.008576631546020508e+00
-9.854534268379211426e-01,4.677979648113250732e-01
-1.703811138868331909e-01,-1.244551181793212891e+00
-1.350412726402282715e+00,-5.326287150382995605e-01
3.526087701320648193e-01,-1.352953553199768066e+00
-1.266146779060363770e+00,-5.441288948059082031e-01
1.142677783966064453e+00,3.167763650417327881e-01
-1.875193595886230469e+00,1.731819868087768555e+00
-8.005355000495910645e-01,9.752985835075378418e-01
