mod_num,time_to_create,nfolds,distribution,model_id,ntrees,max_depth,learn_rate,min_split_improvement,sample_rate,nbins,categorical_encoding,seed,col_sample_rate_per_tree,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,logloss
24,6586.557000000015,5,multinomial,temp_forest_mod,1000,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5631651413754494,-75.36784119333016,0.5459730687401415,0.5469228702611267,0.7388999044120533,0.7395423383830886,1.346388415856411
25,2835.1050000000105,5,multinomial,temp_forest_mod,300,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5554460410705997,-76.717337612978,0.555843414835983,0.5565875464351256,0.74554906936833,0.7460479518336108,1.3707106225690262
26,4611.137000000017,5,multinomial,temp_forest_mod,500,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.558916643581592,-76.1966342381266,0.551488982092632,0.5528584298347567,0.7426230417194393,0.743544504273118,1.3611456430485314
27,9542.306000000011,5,multinomial,temp_forest_mod,1000,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5671908862995896,-74.91137209485228,0.5409932804813621,0.5436537796907515,0.7355224540973322,0.7373288138210465,1.337971258843714
28,4503.696999999986,5,multinomial,temp_forest_mod,300,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5582231746187418,-76.58155541914351,0.5523089448433988,0.5556151163386102,0.7431749086476203,0.7453959460170213,1.3677029155806153
29,7541.1570000000065,5,multinomial,temp_forest_mod,500,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.563438037881214,-75.92318779074576,0.5456812046830036,0.5509000909118895,0.7387023789612456,0.742226441803234,1.3561535633627009
30,15009.76999999999,5,multinomial,temp_forest_mod,1000,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5764309068940515,-74.43379626563183,0.5295898350027266,0.5402335292397357,0.7277292319281441,0.7350058021810002,1.3294349709070885
31,6238.521999999997,5,multinomial,temp_forest_mod,300,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.560711952164354,-76.45546299144623,0.5492607984535582,0.5547120813516735,0.7411213115634702,0.7447899578751539,1.364794996001838
32,10422.994999999995,5,multinomial,temp_forest_mod,500,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.567701866457511,-75.72924572994401,0.540444022655758,0.5495111378277042,0.7351489799052693,0.7412901846292748,1.352773177302917
33,20748.899999999994,5,multinomial,temp_forest_mod,1000,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5840816966390472,-74.00760644347794,0.5198812945608715,0.537181289485853,0.721027942982012,0.7329265239339159,1.3216987670422577
34,9005.193,5,multinomial,temp_forest_mod,300,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.562831930859909,-76.26977758397362,0.5465067071149888,0.5533822598661685,0.7392609195101475,0.7438966728425181,1.3620285779960604
35,15182.029999999999,5,multinomial,temp_forest_mod,500,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5712615056525123,-75.41607631136269,0.5360851795417642,0.5472683152650643,0.7321783795918616,0.7397758547459252,1.3473803387468004
36,30918.739,5,multinomial,temp_forest_mod,1000,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.5914015019246821,-73.34433685470692,0.5110553799947393,0.5324311577343318,0.7148813747711849,0.7296788044984805,1.3086059212927836
