mod_num,time_to_create,nfolds,distribution,model_id,ntrees,max_depth,learn_rate,min_split_improvement,sample_rate,nbins,categorical_encoding,seed,col_sample_rate_per_tree,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,rmsle,rmsle_valid,mae,mae_valid
15,111.79500000000007,5,gaussian,temp_forest_mod,1000,7,0.001,1e-4,0.632,56,Eigen,16,0.8,0.017135183248329744,0.0025873309261010835,15406544.048422754,15200678.927911615,3925.117074486155,3898.804807618819,NaN,1.0636694632286892,2452.17795354034,2465.637903010063
16,58.00500000000011,5,gaussian,temp_forest_mod,300,10,0.001,1e-4,0.632,56,Eigen,16,0.8,0.01558837453612727,0.0014848207050260909,15430790.49223971,15217481.305107066,3928.20448707036,3900.9590237667285,NaN,1.0641517968118728,2454.1014062423164,2465.7352207613817
17,93.57600000000002,5,gaussian,temp_forest_mod,500,10,0.001,1e-4,0.632,56,Eigen,16,0.8,0.024623236682306482,0.0019949798953906583,15289167.759129195,15209706.422858924,3910.1365397041054,3899.9623617233697,NaN,1.0639284884782785,2443.363140863065,2465.519817326793
18,167.8610000000001,5,gaussian,temp_forest_mod,1000,10,0.001,1e-4,0.632,56,Eigen,16,0.8,0.04387354398694121,0.002433130095083058,14987416.488374874,15203028.965559421,3871.3584809953823,3899.106175209829,NaN,1.0636597384965285,2420.2656339379787,2466.1161299817336
19,22.46199999999999,5,gaussian,temp_forest_mod,300,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,5.667787890473175e-5,-1.686180970872364e-5,15674252.018807609,15240367.112021206,3959.0721158887227,3903.891278201944,NaN,1.064753572558506,2472.4034930008797,2467.0631207158126
20,25.534000000000106,5,gaussian,temp_forest_mod,500,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,9.31110096963339e-5,-9.272529297499332e-6,15673680.924365325,15240251.450551886,3958.999990447755,3903.87646456082,NaN,1.064768714286985,2472.3162167241894,2467.1087431705823
21,40.740999999999985,5,gaussian,temp_forest_mod,1000,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,1.8051676786734472e-4,1.2229584406053817e-5,15672310.826829635,15239923.755970882,3958.826950856735,3903.8344939265653,NaN,1.0648002394787632,2472.105977734738,2467.2059397703947
22,24.468999999999824,5,gaussian,temp_forest_mod,300,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,1.4478343320045717e-4,2.681087193523446e-5,15672870.951869376,15239701.53554301,3958.897694039261,3903.8060320081236,NaN,1.0647279349933756,2472.3295473858434,2467.0071205837335
23,33.141999999999825,5,gaussian,temp_forest_mod,500,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,2.3737077822905128e-4,6.258742170106579e-5,15671419.632231927,15239156.296984287,3958.7143913437258,3903.736197155782,NaN,1.0647268481416219,2472.198406979252,2467.018476997279
24,47.90700000000015,5,gaussian,temp_forest_mod,1000,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,4.672475078801863e-4,1.4747180787499925e-4,15667816.282207878,15237862.649590153,3958.259248989116,3903.570500143446,NaN,1.0647268819038544,2471.872536551609,2467.055339099212
25,25.6899999999996,5,gaussian,temp_forest_mod,300,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,1.9784782663789802e-4,6.144780690686691e-5,15672039.160049215,15239173.664839262,3958.7926391829637,3903.738421672136,NaN,1.0647082659023435,2472.26192262967,2466.9654319134665
26,34.7529999999997,5,gaussian,temp_forest_mod,500,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,3.2457917802997116e-4,1.1962806292975525e-4,15670052.628316408,15238286.991329722,3958.541730020843,3903.6248527912776,NaN,1.0646939684614949,2472.0871708007526,2466.9497627406477
27,62.20000000000027,5,gaussian,temp_forest_mod,1000,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,6.371687531423476e-4,2.5679787311572166e-4,15665152.742822528,15236196.50831513,3957.9227813112434,3903.3570818354715,NaN,1.064664350943591,2471.6588194697733,2466.9270555342637
28,31.641999999999825,5,gaussian,temp_forest_mod,300,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,3.5263670383245405e-4,1.01409243979389e-4,15669612.822658703,15238564.648137078,3958.4861781568347,3903.660416600947,NaN,1.0646806907589115,2472.074975316092,2466.8936828934084
29,46.804999999999836,5,gaussian,temp_forest_mod,500,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,5.817496496961505e-4,1.844328325119049e-4,15666021.445052799,15237299.35950394,3958.032521980182,3903.498348853748,NaN,1.0646500436898916,2471.775449432234,2466.8351682524176
30,84.26200000000017,5,gaussian,temp_forest_mod,1000,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0011396393511088343,3.8102519759863895e-4,15657276.445626142,15234303.270208085,3956.9276523113413,3903.1145602208608,NaN,1.064576893209984,2471.042144250881,2466.6978849916713
31,39.76099999999997,5,gaussian,temp_forest_mod,300,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,6.786149526117891e-4,1.3442177225053697e-4,15664503.06782462,15238061.533570351,3957.840707737569,3903.5959746841568,NaN,1.06466357727484,2471.709106758221,2466.8363905982765
32,59.10500000000002,5,gaussian,temp_forest_mod,500,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0011272606194323576,2.3729442869169226e-4,15657470.483983794,15236493.742956186,3956.9521710508197,3903.395155881119,NaN,1.0646202249153076,2471.1678284560576,2466.7386083235424
33,105.59400000000005,5,gaussian,temp_forest_mod,1000,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.002208156613878187,4.794284734187526e-4,15640527.287456289,15232803.593446827,3954.8106512772883,3902.922442663552,NaN,1.0645189066653447,2469.855036850425,2466.5162779032776
34,59.016000000000076,5,gaussian,temp_forest_mod,300,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.001683306023936182,1.711278411198336e-4,15648754.394170217,15237502.129038116,3955.850653673647,3903.524321563543,NaN,1.0646459292197032,2470.5363597582264,2466.780057822358
35,89.33099999999968,5,gaussian,temp_forest_mod,500,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.002794701678603073,2.927867092374914e-4,15631333.111184994,15235648.03448896,3953.648076294221,3903.286824522246,NaN,1.064596481659939,2469.2207437792904,2466.656540201905
36,174.63799999999992,5,gaussian,temp_forest_mod,1000,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.005484373248682783,5.779184291734296e-4,15589172.131552845,15231302.595673816,3948.312567610731,3902.730146406976,NaN,1.064473144929404,2466.019068965071,2466.3508063998747
37,62.20699999999988,5,huber,temp_forest_mod,300,1,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.07378453756964598,-0.07894188301986094,16831723.44214843,16443193.127764596,4102.648344928972,4055.020730867426,NaN,0.9647829892373668,2203.6096089511743,2213.319581126904
38,91.96299999999974,5,huber,temp_forest_mod,500,1,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.06079435061276062,-0.06534871568794509,16628100.437094757,16236031.76052662,4077.7567898410466,4029.395954796031,NaN,0.9682940032675961,2212.2106781153852,2221.37187540026
39,159.2579999999998,5,huber,temp_forest_mod,1000,1,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.04129263411537343,-0.04490143124117485,16322408.291932987,15924412.893571956,4040.100034891833,3990.540426254564,NaN,0.9777629849240248,2234.8992332566895,2242.7338395282736
40,71.28899999999976,5,huber,temp_forest_mod,300,2,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.07347601096041734,-0.07861785873804528,16826887.24421543,16438254.962022929,4102.058903065073,4054.4117898929467,NaN,0.9643703744878841,2202.704886648281,2212.3805896669273
41,117.67100000000028,5,huber,temp_forest_mod,500,2,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.06032829403632345,-0.0648699810701241,16620794.934800286,16228735.792225024,4076.8609167839277,4028.490510380411,NaN,0.9677095407651563,2210.899021744867,2220.0290287794396
42,229.52300000000014,5,huber,temp_forest_mod,1000,2,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.04058219367448168,-0.044200404921143965,16311272.03823886,15913729.17524632,4038.7215846402264,3989.20157114758,NaN,0.9771913520666928,2233.021055365947,2241.5571591570283
43,88.60100000000057,5,huber,temp_forest_mod,300,3,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.07320292346806401,-0.07838861341160785,16822606.559416965,16434761.237999817,4101.537097164545,4053.980912387208,NaN,0.9641009362879708,2202.039332452898,2211.8025602650555
44,153.35699999999997,5,huber,temp_forest_mod,500,3,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.059928425378095396,-0.06455961160655055,16614526.93742,16224005.727417253,4076.0921159144577,4027.9033910233316,NaN,0.9673648600895659,2209.9788636839894,2219.2882011126385
45,301.14899999999943,5,huber,temp_forest_mod,1000,3,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.03994278331859902,-0.04376643189138285,16301249.191103602,15907115.378476629,4037.4805499350214,3988.3725225305407,NaN,0.9767542397156642,2231.6806912677257,2240.6998251603327
46,189.09500000000025,5,huber,temp_forest_mod,300,5,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.0725548324721883,-0.07816938139805352,16812447.6420306,16431420.117967872,4100.298482065738,4053.5688125364136,NaN,0.9638480987117775,2200.794783283986,2211.2924278089063
47,269.3220000000001,5,huber,temp_forest_mod,500,5,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.058947028267228196,-0.06426941877582504,16599143.399867458,16219583.156716267,4074.204634019683,4027.354361949823,NaN,0.9670396077625533,2208.112900924546,2218.6481127545535
48,621.7789999999995,5,huber,temp_forest_mod,1000,5,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.03828082752651252,-0.0433882442147846,16275197.800636768,15901351.756633122,4034.253066013183,3987.649903970147,NaN,0.9763395913279531,2228.4901923510592,2239.941185761181
49,411.8580000000002,5,huber,temp_forest_mod,300,7,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.07133700501557172,-0.07800565937118753,16793358.0256012,16428924.976246715,4097.969988372438,4053.2610298680142,NaN,0.963744757779292,2198.6895958406803,2211.093824543362
50,735.2560000000003,5,huber,temp_forest_mod,500,7,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.05704192612711334,-0.06403327804345293,16569280.656244762,16215984.345947277,4070.5381285826033,4026.9075412712514,NaN,0.9669132673441856,2204.816669240072,2218.4163072474184
51,1129.3050000000003,5,huber,temp_forest_mod,1000,7,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.048132261410971156,-0.05545098004178439,16429620.410434373,16085189.179180294,4053.3468159576937,4010.6345107950556,NaN,0.969999663071459,2210.673162277184,2225.404393444187
52,1106.7170000000006,5,huber,temp_forest_mod,300,10,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.07649112098206823,-0.08556031566224398,16874149.51728461,16544058.770163432,4107.815662524867,4067.4388465179695,NaN,0.9628053794557515,2192.2308354443326,2208.7010405410106
53,1134.2389999999996,5,huber,temp_forest_mod,500,10,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.07845744220974327,-0.08730155330684197,16904971.87870319,16570595.423640374,4111.565623786539,4070.699623362104,NaN,0.9626949669719311,2192.3965432171062,2208.350340890891
54,1105.7569999999996,5,huber,temp_forest_mod,1000,10,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.07845744220974327,-0.08730155330684197,16904971.87870319,16570595.423640374,4111.565623786539,4070.699623362104,NaN,0.9626949669719311,2192.3965432171062,2208.350340890891
55,59.70300000000134,5,huber,temp_forest_mod,300,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09947929203137873,-0.10578244778092882,17234492.327229105,16852246.290840656,4151.444607269752,4105.148753801823,NaN,0.963406293478265,2197.5293238109343,2208.1284913884942
56,91.07200000000012,5,huber,temp_forest_mod,500,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09715996035886287,-0.10336114600507296,17198136.47750644,16815345.385103673,4147.063596993232,4100.6518244181225,NaN,0.9632555300123101,2197.5823115618937,2208.110310140486
57,176.48300000000017,5,huber,temp_forest_mod,1000,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09168766940116746,-0.09764746481546482,17112357.54814751,16728268.254491001,4136.708540391444,4090.0205689569584,NaN,0.963110936119051,2198.056612848311,2208.4176961466105
58,82.14600000000064,5,huber,temp_forest_mod,300,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.0994432749817209,-0.10574356356686265,17233927.754917033,16851653.691135727,4151.376609622046,4105.076575550781,NaN,0.9633515014084918,2197.413349915619,2208.008207030598
59,119.00700000000143,5,huber,temp_forest_mod,500,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09709998797723252,-0.10329630238883802,17197196.402001113,16814357.161250625,4146.950253137975,4100.531326700312,NaN,0.9631665868299598,2197.3949525813996,2207.914566634128
60,225.97699999999895,5,huber,temp_forest_mod,1000,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09157084189051856,-0.09752224295199485,17110526.26050937,16726359.85950026,4136.487188486068,4089.7872633549364,NaN,0.9629427600620659,2197.693612306365,2208.0461035905014
61,96.09900000000016,5,huber,temp_forest_mod,300,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09940883954388169,-0.10571145041414853,17233387.974592358,16851164.283151545,4151.311596904327,4105.016965026033,NaN,0.9633106058625582,2197.322032700674,2207.9226014194114
62,148.96900000000096,5,huber,temp_forest_mod,500,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09704321353974144,-0.10324446487657313,17196306.454719327,16813567.151854523,4146.842950332135,4100.434995443108,NaN,0.9631013062105831,2197.248380493003,2207.7783702987153
63,308.4230000000007,5,huber,temp_forest_mod,1000,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09146118419195215,-0.09742382808988292,17108807.36068264,16724860.006162636,4136.27941037385,4089.603893552851,NaN,0.9628208109664053,2197.412889921576,2207.7900806181888
64,187.14700000000084,5,huber,temp_forest_mod,300,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09933527048804258,-0.10568405985159268,17232234.769309122,16850746.8479615,4151.172698082931,4104.966120196548,NaN,0.9632749038739787,2197.17834194359,2207.854666286498
65,317.35499999999956,5,huber,temp_forest_mod,500,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09692370047335808,-0.10320031162875298,17194433.07061786,16812894.251494873,4146.617063416618,4100.352942308122,NaN,0.9630437400083803,2197.0141053031957,2207.6692658126167
66,687.1010000000024,5,huber,temp_forest_mod,1000,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09122882791229858,-0.09733833524175273,17105165.143364046,16723557.085741278,4135.83910994662,4089.4445937977052,NaN,0.962713325634985,2196.9602173037815,2207.587695376188
67,442.6949999999997,5,huber,temp_forest_mod,300,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09920273754176612,-0.10566206128493372,17230157.29676165,16850411.58738278,4150.922463352171,4104.925284019525,NaN,0.9632561824872862,2196.955118165151,2207.821761323023
68,764.3919999999998,5,huber,temp_forest_mod,500,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09704875302029081,-0.1035092485534741,17196393.28685497,16817602.484252755,4146.85341998665,4100.927027423526,NaN,0.9630447404763189,2196.683720831288,2207.640646297926
69,1082.3410000000003,5,huber,temp_forest_mod,1000,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.09496866932727488,-0.10142615165520485,17163787.68281395,16785855.85809879,4142.920187840209,4097.054534430655,NaN,0.9628764766954486,2196.472221268106,2207.5192764629346
70,1104.7790000000023,5,huber,temp_forest_mod,300,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.100348680679468,-0.10704382995600947,17248120.11639573,16871469.894112702,4153.085613901516,4107.489488010006,NaN,0.963403631731299,2196.7316694471356,2207.9514381353033
71,1123.8270000000011,5,huber,temp_forest_mod,500,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.100348680679468,-0.10704382995600947,17248120.11639573,16871469.894112702,4153.085613901516,4107.489488010006,NaN,0.963403631731299,2196.7316694471356,2207.9514381353033
72,1157.2209999999977,5,huber,temp_forest_mod,1000,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10043480346949196,-0.10712260633297244,17249470.103225518,16872670.454773746,4153.248138893885,4107.635628287123,NaN,0.9634137254578617,2196.7588348081385,2207.961535624857
73,35.74399999999878,5,laplace,temp_forest_mod,300,1,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10271813437834121,-0.10915732904990172,17285261.63592131,16903679.853076346,4157.554766436795,4111.4084999032075,NaN,0.963562629633805,2196.3043475081786,2207.9078043985783
74,45.92900000000009,5,laplace,temp_forest_mod,500,1,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10255919340406727,-0.10897300710577906,17282770.213825908,16900870.7663474,4157.255129749185,4111.066864738082,NaN,0.9634696944632902,2195.612470845082,2207.68191354119
75,83.82099999999991,5,laplace,temp_forest_mod,1000,1,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10224964851284524,-0.1085719001073584,17277918.054179642,16894757.851515077,4156.671511459576,4110.32332688258,NaN,0.9632735733394926,2194.2993323632377,2207.222935528183
76,51.90100000000166,5,laplace,temp_forest_mod,300,2,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10264870272085913,-0.10904472956231248,17284173.28493843,16901963.824484207,4157.4238760244825,4111.199803522593,NaN,0.9631463080381231,2195.304593320734,2206.8131552067666
77,75.11799999999857,5,laplace,temp_forest_mod,500,2,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10247892174775597,-0.10883601525054498,17281511.94433887,16898782.995385874,4157.10379282727,4110.812936073092,NaN,0.9628674816347219,2194.1363180746507,2206.072266136812
78,145.5229999999974,5,laplace,temp_forest_mod,1000,2,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10204605757573781,-0.10827762216060144,17274726.737645622,16890273.02319585,4156.287614884902,4109.777734038163,NaN,0.9623065467122248,2191.912216158701,2204.647966873302
79,66.65100000000166,5,laplace,temp_forest_mod,300,3,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.1024589574934951,-0.10889086034264017,17281199.0018493,16899618.840629835,4157.066153172126,4110.914599043604,NaN,0.962872147063821,2194.585994643053,2206.162833321479
80,93.81200000000172,5,laplace,temp_forest_mod,500,3,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10217250847070924,-0.10859168119218432,17276708.873184647,16895059.317426436,4156.526058282884,4110.35999851916,NaN,0.9624876753120649,2193.1062041505734,2205.1644640382947
81,237.04499999999825,5,laplace,temp_forest_mod,1000,3,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10155168482970556,-0.10791028317368245,17266977.375415668,16884674.73657789,4155.355264645331,4109.096583992386,NaN,0.9617882354200463,2190.3788269747465,2203.378518401832
82,151.67599999999948,5,laplace,temp_forest_mod,300,5,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10203857155165363,-0.10872511643447114,17274609.393166672,16897092.885214936,4156.273498359639,4110.607362083484,NaN,0.9626138367237335,2193.3152596281548,2205.594534083067
83,235.8780000000006,5,laplace,temp_forest_mod,500,5,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10151655551843097,-0.10832504613705618,17266426.71852744,16890995.769820116,4155.2890054155605,4109.865663232817,NaN,0.9621237104258871,2191.190120406507,2204.3588851633003
84,558.9619999999995,5,laplace,temp_forest_mod,1000,5,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10049805970317616,-0.10758904536375158,17250461.653573018,16879779.03697464,4153.367507646418,4108.50082596738,NaN,0.9613555902716692,2187.2044565436313,2202.3187604366835
85,363.40300000000207,5,laplace,temp_forest_mod,300,7,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10128034178736489,-0.10851446069664905,17262724.035116166,16893882.468569707,4154.843442912881,4110.216839604658,NaN,0.96245842420207,2191.2678165340103,2205.2688367151604
86,652.3669999999984,5,laplace,temp_forest_mod,500,7,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10034563212274561,-0.10802481950475795,17248072.32984093,16886420.282878075,4153.079860758871,4109.308978755196,NaN,0.9619164424970011,2188.003933056132,2203.932676244174
87,1054.5089999999982,5,laplace,temp_forest_mod,1000,7,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.09946158518745829,-0.10760673719950486,17234214.76996368,16880048.662500028,4151.411178137343,4108.533638964153,NaN,0.9615096232443076,2184.958481372844,2202.8566544073205
88,1136.923999999999,5,laplace,temp_forest_mod,300,10,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10020529745806295,-0.10844206520983035,17245872.56426167,16892779.153377227,4152.815016860452,4110.08262123491,NaN,0.9627161100813145,2189.0760784493623,2206.0146531134574
89,1086.9579999999987,5,laplace,temp_forest_mod,500,10,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10019283395673306,-0.10843899116826683,17245677.197127797,16892732.304645237,4152.7914945404855,4110.076921986404,NaN,0.9627118374784107,2189.035968681437,2206.002732663133
90,993.1970000000001,5,laplace,temp_forest_mod,1000,10,0.001,1e-4,0.632,56,Eigen,16,0.8,-0.10003951822721002,-0.10838963033161741,17243273.95153394,16891980.040058285,4152.502131430391,4109.985406307215,NaN,0.9626680163848446,2188.599079637452,2205.9012630903644
91,39.4419999999991,5,laplace,temp_forest_mod,300,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10305895438566215,-0.10952070454167995,17290604.037405096,16909217.735591836,4158.197210018435,4112.081922286062,NaN,0.9637226221206855,2197.462078133559,2208.256743071617
92,48.14099999999962,5,laplace,temp_forest_mod,500,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.1030268464801043,-0.10948803268573126,17290100.74147584,16908719.812908825,4158.136691052357,4112.021377973226,NaN,0.9637080175444958,2197.365382718674,2208.2273994510147
93,96.50800000000163,5,laplace,temp_forest_mod,1000,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10294607162642921,-0.10940597144151165,17288834.584299453,16907469.190509006,4157.984437717324,4111.869306107504,NaN,0.9636765196187512,2197.129469916364,2208.1661341392282
94,47.82099999999991,5,laplace,temp_forest_mod,300,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10304945339505056,-0.10950559269724214,17290455.10804282,16908987.429418243,4158.179302055507,4112.053918593268,NaN,0.9636732641456185,2197.3452803018968,2208.1298340718595
95,85.16799999999785,5,laplace,temp_forest_mod,500,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10301514888610774,-0.10946742469848902,17289917.380046986,16908405.744913567,4158.114642484859,4111.983188792674,NaN,0.9636293596955035,2197.177046001648,2208.02146993248
96,133.8869999999988,5,laplace,temp_forest_mod,1000,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10292831242187628,-0.1093709923327395,17288556.20627376,16906936.10503885,4157.95096246622,4111.8044828321845,NaN,0.9635253032570862,2196.764607025761,2207.7658577363686
97,64.27799999999843,5,laplace,temp_forest_mod,300,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.1030288291344863,-0.10948869136385775,17290131.819861747,16908729.851236016,4158.1404281074665,4112.022598580414,NaN,0.9636389819718015,2197.25655195245,2208.0484301747215
98,119.65099999999802,5,laplace,temp_forest_mod,500,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10297905339717772,-0.10943807906120595,17289351.578188308,16907958.514169358,4158.046606062552,4111.928807040482,NaN,0.963572813744437,2197.031651969551,2207.889142690895
99,190.16700000000128,5,laplace,temp_forest_mod,1000,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,-0.10286106660377525,-0.10931632957153492,17287502.118630182,16906103.03853775,4157.824204873287,4111.703179770853,NaN,0.9634166768465893,2196.485249560226,2207.5090207405865
