mod_num,time_to_create,nfolds,activation,total_nodes,num_layers,adaptive_rate,rate,rate_decay,momentum_start,momentum_stable,input_dropout_ratio,initial_weight_distribution,initial_weight_scale,loss,distribution,stopping_metric,stopping_tolerance,categorical_encoding,seed,mini_batch_size,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,rmsle,rmsle_valid,mae,mae_valid
15,171.76899999999978,5,Tanh,400,2,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-8.894110568251687,-10.649269013288864,167002970.00727978,177536142.76855955,12922.962895840868,13324.268939366226,NaN,NaN,10174.632963182816,10573.501570631612
16,132.721,5,Tanh,300,3,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,gaussian,MAE,0.001,EnumLimited,16,50,-10.033032084915428,-11.484040676123824,186226858.25635257,190258154.8487299,13646.496189731362,13793.409834001523,NaN,NaN,10790.968073184718,10945.242524438538
17,50.12699999999995,5,Tanh,100,1,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.18919862194296866,-0.19874872490879625,20072516.920349427,18269062.59322037,4480.2362572022275,4274.23239812956,NaN,NaN,2513.28243969451,2522.0976216260783
18,103.25500000000011,5,Tanh,200,2,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.12900386439980505,-0.14560908271495077,19056487.91812323,17459208.593588747,4365.373743234733,4178.4217826338145,NaN,NaN,2317.438836685607,2328.4242273773857
19,158.20800000000008,5,Tanh,400,2,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.11182028939301603,-0.12516736205167223,18766445.87324403,17147674.51930727,4332.025608562815,4140.975068665262,NaN,NaN,2448.620357115219,2432.193191967633
20,126.29500000000007,5,Tanh,300,3,FALSE,0.01,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.10456785426539406,-0.11781551515970223,18644031.817150455,17035631.562969286,4317.873529545585,4127.424325529093,0.993984403903482,NaN,2239.2504988923024,2248.0428391802334
21,50.184000000000196,5,Tanh,100,1,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.10267032007558119,-0.11565378161681306,18612003.284297187,17002686.50569057,4314.163103580715,4123.431399416095,0.9771800587518,0.97535030406948,2215.754403707933,2221.2285880406503
22,108.50300000000016,5,Tanh,200,2,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.094407496117207,-0.10398396779386587,18472534.846767925,16824837.257760093,4297.968688435029,4101.8090225850465,0.972795424267936,0.968619565514948,2204.6150132446664,2214.0161115036317
23,170.48000000000002,5,Tanh,400,2,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.11021049901178226,-0.12455011532381444,18739274.17621268,17138267.61119352,4328.888330300596,4139.839080350047,0.986572991211296,0.987946486906401,2223.519717589877,2235.841557393699
24,141.913,5,Tanh,300,3,FALSE,0.001,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.10199316630166821,-0.11902319963173436,18600573.586739734,17054036.807332814,4312.8382286772285,4129.653351957379,0.973975904588681,0.978041539191653,2213.0863440038024,2233.804133757124
25,58.30099999999993,5,Tanh,100,1,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-0.3656242218749657,-0.40815811213842346,23050409.573833883,21460484.718150724,4801.084208159015,4632.546245656996,NaN,NaN,3104.3792575763146,3094.2824450118173
26,104.23099999999977,5,Tanh,200,2,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-5.059000892611296,-5.70460830823108,102270046.14136285,102178969.03741695,10112.86537739739,10108.361342839746,NaN,NaN,7889.238682582901,7952.104492796924
27,171.7439999999997,5,Tanh,400,2,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-16.194529588064636,-19.362449712914724,290226947.5640448,310325976.2673317,17036.048472695915,17616.071533328075,NaN,NaN,13423.193941160314,14026.811228886538
28,134.72700000000032,5,Tanh,300,3,FALSE,1e-4,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-12.874895658324432,-14.782233208483618,234194753.282481,240522972.2922333,15303.422926995157,15508.803058012996,NaN,NaN,12134.885778111126,12291.80138020071
29,58.31399999999985,5,Tanh,100,1,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-16.52888398754604,-18.657522694662855,295870524.8581543,299582810.87120134,17200.88732763965,17308.460673069727,NaN,NaN,13428.263849502488,13522.427814361394
30,110.3439999999996,5,Tanh,200,2,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-38.63483469369725,-42.509575572051645,668997487.337018,663090723.6966946,25864.985740127868,25750.548027113804,NaN,NaN,20646.29072749509,20542.940320183727
31,170.46000000000004,5,Tanh,400,2,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-71.77228087276474,-80.3328786368849,1228325371.5551684,1239522028.119025,35047.473112268286,35206.84632452934,NaN,NaN,27843.895478967275,28081.65368949209
32,141.8699999999999,5,Tanh,300,3,FALSE,1e-5,0.5,0.5,0.99,0.1,Normal,1,Automatic,laplace,MAE,0.001,EnumLimited,16,50,-50.06986118208496,-56.43968020983172,862009620.4134841,875387052.5850326,29360.000347641075,29586.94057494003,NaN,NaN,23443.130971727383,23650.93633975094
