mod_num,time_to_create,nfolds,distribution,model_id,ntrees,max_depth,learn_rate,min_split_improvement,sample_rate,nbins,categorical_encoding,seed,col_sample_rate_per_tree,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,rmsle,rmsle_valid,mae,mae_valid
44,33.61499999999978,5,gamma,temp_forest_mod,500,3,0.001,1e-4,0.632,56,Eigen,16,0.8,0.011029103928598905,0.0095165159205412575,1.530633339316107,1.5320533117527577,1.2371876734417082,1.2377614114815334,0.15849399091860852,0.15909517070068857,0.9839935930472955,0.9834440898742821
45,63.30799999999999,5,gamma,temp_forest_mod,1000,3,0.001,1e-4,0.632,56,Eigen,16,0.8,0.017315206327189303,0.014637193375074409,1.520904319034662,1.5241327850819608,1.2332494958582638,1.2345577285335672,0.1580637168745416,0.15875982725137572,0.9801712578442249,0.9802356356414862
46,29.524000000000342,5,gamma,temp_forest_mod,300,5,0.001,1e-4,0.632,56,Eigen,16,0.8,0.010586614011096507,0.007828558391156704,1.5313181823410442,1.534664199227974,1.2374644165959052,1.2388156437614009,0.15851483465526026,0.15918186917245136,0.984349288314641,0.9846914108206538
47,44.78600000000006,5,gamma,temp_forest_mod,500,5,0.001,1e-4,0.632,56,Eigen,16,0.8,0.015788202192618117,0.011558972362929687,1.523267668094713,1.5288940948582124,1.2342073035332084,1.236484571217212,0.15815628528060774,0.15893400287741571,0.9813219892125923,0.9824571397445936
48,85.92999999999984,5,gamma,temp_forest_mod,1000,5,0.001,1e-4,0.632,56,Eigen,16,0.8,0.02480885170862046,0.017522228494179837,1.5093063807137324,1.51967029006837,1.2285383106414436,1.2327490783076538,0.15752431444445353,0.1585277605752332,0.9759328476988229,0.9787707427511397
49,38.778999999999996,5,gamma,temp_forest_mod,300,7,0.001,1e-4,0.632,56,Eigen,16,0.8,0.014929409643248848,0.008943748764538961,1.5245968240009613,1.532939252641547,1.2347456515416289,1.2381192400740517,0.1581991957466821,0.1590910949564491,0.9820901272818543,0.984253019111343
50,58.935999999999694,5,gamma,temp_forest_mod,500,7,0.001,1e-4,0.632,56,Eigen,16,0.8,0.022457909200452875,0.012992382468280939,1.5129449417635177,1.5266769345175286,1.2300182688738885,1.2355876879111125,0.1576678820182786,0.1588126869969861,0.9778408653722327,0.9819067243380736
51,116.73700000000008,5,gamma,temp_forest_mod,1000,7,0.001,1e-4,0.632,56,Eigen,16,0.8,0.0362892775791821,0.019331179408852983,1.4915380897995778,1.5168722532669803,1.2212854251973932,1.231613678580658,0.15667178383045038,0.158361893244591,0.9699452832302663,0.9780958469226888
52,62.0059999999994,5,gamma,temp_forest_mod,300,10,0.001,1e-4,0.632,56,Eigen,16,0.8,0.026761850736489845,0.009968278713354373,1.506283718029134,1.5313545371704644,1.2273075075257764,1.2374791057510686,0.15732436578921374,0.15899709154767203,0.9761580766188509,0.9839095245538202
53,99.46399999999994,5,gamma,temp_forest_mod,500,10,0.001,1e-4,0.632,56,Eigen,16,0.8,0.04105731413308289,0.014316263731336432,1.484158584759066,1.524629190455126,1.2182604749227752,1.2347587579989565,0.15628275657158971,0.15868447278328102,0.9684269439284114,0.9814882929818961
54,192.85199999999986,5,gamma,temp_forest_mod,1000,10,0.001,1e-4,0.632,56,Eigen,16,0.8,0.06966382785639524,0.02066347720365902,1.4398841942785756,1.5148114907387988,1.1999517466459122,1.2307767834740786,0.15415032342074994,0.15820356415608133,0.9527944941291899,0.9778674101767661
55,22.96099999999933,5,gamma,temp_forest_mod,300,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,4.234871168196097e-4,4.354336042919904e-4,1.5470476855224575,1.5460996865389454,1.243803716637982,1.243422569579202,0.15920816270209465,0.1596663870973378,0.9901540394891338,0.9890035399623567
56,26.509000000000015,5,gamma,temp_forest_mod,500,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,7.021103736574164e-4,7.326880889346743e-4,1.5466164594391432,1.545639901267459,1.243630354823789,1.243237668857994,0.15918921443715253,0.15964679014543204,0.9899976716319716,0.9888285635673689
57,41.67699999999968,5,gamma,temp_forest_mod,1000,1,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0013573203075974982,0.0014316903536252257,1.5456023889815356,1.544558703295201,1.243222582235995,1.242802761219656,0.1591445507549328,0.159600677750161,0.9896267799893154,0.9884145449883767
58,22.4970000000003,5,gamma,temp_forest_mod,300,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,6.983833714799825e-4,6.746621901151384e-4,1.5466222277320334,1.5457296541728662,1.2436326739564354,1.243273764773015,0.15919056834561277,0.1596516066647248,0.9899954515648876,0.9888618802414368
59,29.963000000000648,5,gamma,temp_forest_mod,500,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0011554387560359647,0.0011321641182333586,1.5459148416883244,1.5450220024498713,1.2433482383018541,1.2429891401174313,0.15916013894621947,0.15962199718672462,0.9897365175759087,0.9885921235361064
60,51.1880000000001,5,gamma,temp_forest_mod,1000,2,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.002240089786676891,0.002191620313438225,1.5442361239064184,1.5433832639967722,1.2426729754470476,1.2423297726436295,0.15908786882395526,0.15955397203745264,0.9891204067216577,0.9879656571472004
61,24.532000000000153,5,gamma,temp_forest_mod,300,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,8.685949159794593e-4,7.51447114944459e-4,1.546358790793917,1.545610885308702,1.2435267551580533,1.243225999289229,0.1591786301959196,0.1596484005416054,0.9898955654904997,0.9888014743767692
62,33.57900000000063,5,gamma,temp_forest_mod,500,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0014383341960961804,0.0012526017213539964,1.5454770035337166,1.5448357127926622,1.2431721536190057,1.2429142017020571,0.159140288174421,0.15961708826698118,0.9895701815952374,0.9884976858599245
63,58.96900000000005,5,gamma,temp_forest_mod,1000,3,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.00279833045078004,0.0024329142427741424,1.5433721330900734,1.5430100370126913,1.242325292783687,1.242179551036279,0.15904865992625308,0.1595439061220354,0.98879230016151,0.9877770574289038
64,33.327000000000226,5,gamma,temp_forest_mod,300,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0012490001289660047,9.374022133185056e-4,1.54577003645973,1.5453232549454698,1.243290004970574,1.2431103148737324,0.15915221037841604,0.15963408845980176,0.9896868607137601,0.9887188603700102
65,46.76000000000022,5,gamma,temp_forest_mod,500,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.002057839575212994,0.0015576884896396637,1.5445181931269305,1.5443638127547141,1.242786463205538,1.2427243510749735,0.15909727087151684,0.15959379926085634,0.9892294174129136,0.9883603437861056
66,80.23599999999988,5,gamma,temp_forest_mod,1000,5,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.003996305166021896,0.003013517962414114,1.5415180238881838,1.5421119747372591,1.2415788432025507,1.241818011923349,0.15896518157673076,0.15949920531677164,0.9881325253736326,0.9875170517113838
67,39.71800000000076,5,gamma,temp_forest_mod,300,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0017413692344286913,0.0010853831619701548,1.5450079952600706,1.5450943619794566,1.242983505626712,1.2430182468409128,0.1591167876242417,0.15962198051974452,0.9894316579876797,0.988660303332134
68,59.96900000000005,5,gamma,temp_forest_mod,500,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0028674624294265927,0.0017952496383469851,1.5432651373111788,1.5439963595356843,1.2422822293308307,1.2425765004762017,0.15903895070529758,0.15957426546165393,0.9888101840866933,0.9882664848490316
69,110.76299999999992,5,gamma,temp_forest_mod,1000,7,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.005581161396058687,0.0034570518797272243,1.5390651369596062,1.5414259283590848,1.2405906403643412,1.2415417545773821,0.158850792529676,0.15946251069205875,0.9873112350069723,0.9873454860607195
70,63.01900000000023,5,gamma,temp_forest_mod,300,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.0030359802853375806,0.0012347707993973778,1.5430043217001712,1.5448632931849395,1.2421772505162745,1.2429252967032811,0.1590222382753682,0.15960954337326316,0.988790177349185,0.9886005288360022
71,104.82300000000032,5,gamma,temp_forest_mod,500,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.005003256506678988,0.002036617869863533,1.539959562158722,1.5436230176229815,1.2409510716215697,1.242426262448996,0.15888281894319553,0.15955397447101602,0.9877515870113546,0.9881695901070138
72,201.51499999999942,5,gamma,temp_forest_mod,1000,10,1e-4,1e-4,0.632,56,Eigen,16,0.8,0.009779601694628437,0.003928313034426978,1.532567197819388,1.5406969942331117,1.2379689809600998,1.241248159810564,0.15854327025622214,0.15942232401343664,0.9852202147303891,0.9871581088496395
