mod_num,time_to_create,nfolds,ntrees,max_depth,mtries,min_split_improvement,sample_rate,categorical_encoding,histogram_type,seed,col_sample_rate_per_tree,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,rmsle,rmsle_valid,mae,mae_valid
40,742.2960000000003,5,200,20,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011649310326273699,0.023742723651856035,16416118.613297787,16190341.002892343,4051.680961440299,4023.7222820284633,NaN,NaN,2798.4056694667483,2784.4154125194027
41,753.4989999999998,5,100,30,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.01787433349677303,0.008263698379857076,16906494.79652875,16447046.590259131,4111.750818876158,4055.495850109963,NaN,NaN,2860.526380124995,2828.4068603229202
42,1542.9029999999993,5,200,30,-1,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-6.803042877370213e-4,0.015026947893484022,16620908.692441322,16334884.234529639,4076.8748683815797,4041.6437540349393,NaN,NaN,2837.133188067725,2819.0467080375574
43,26.493000000000393,5,100,3,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0041579891094194465,0.004347912754023242,16540546.530383363,16511986.341400987,4067.0070728219007,4063.494351097462,NaN,NaN,2779.4115181091465,2773.2436194334914
44,28.4900000000016,5,200,3,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005170534446845676,0.005377323419050617,16523728.548128484,16494914.499682017,4064.9389353505035,4061.39317226023,NaN,NaN,2778.6238120958724,2772.35195911742
45,26.435999999999694,5,100,5,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0041579891094194465,0.004347912754023242,16540546.530383363,16511986.341400987,4067.0070728219007,4063.494351097462,NaN,NaN,2779.4115181091465,2773.2436194334914
46,29.494000000000597,5,200,5,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005170534446845676,0.005377323419050617,16523728.548128484,16494914.499682017,4064.9389353505035,4061.39317226023,NaN,NaN,2778.6238120958724,2772.35195911742
47,27.505999999999403,5,100,7,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0041579891094194465,0.004347912754023242,16540546.530383363,16511986.341400987,4067.0070728219007,4063.494351097462,NaN,NaN,2779.4115181091465,2773.2436194334914
48,28.503999999998996,5,200,7,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005170534446845676,0.005377323419050617,16523728.548128484,16494914.499682017,4064.9389353505035,4061.39317226023,NaN,NaN,2778.6238120958724,2772.35195911742
49,27.765000000001237,5,100,10,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0041579891094194465,0.004347912754023242,16540546.530383363,16511986.341400987,4067.0070728219007,4063.494351097462,NaN,NaN,2779.4115181091465,2773.2436194334914
50,28.49200000000019,5,200,10,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005170534446845676,0.005377323419050617,16523728.548128484,16494914.499682017,4064.9389353505035,4061.39317226023,NaN,NaN,2778.6238120958724,2772.35195911742
51,27.49200000000019,5,100,15,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0041579891094194465,0.004347912754023242,16540546.530383363,16511986.341400987,4067.0070728219007,4063.494351097462,NaN,NaN,2779.4115181091465,2773.2436194334914
52,28.461999999999534,5,200,15,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005170534446845676,0.005377323419050617,16523728.548128484,16494914.499682017,4064.9389353505035,4061.39317226023,NaN,NaN,2778.6238120958724,2772.35195911742
53,26.48700000000099,5,100,20,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0041579891094194465,0.004347912754023242,16540546.530383363,16511986.341400987,4067.0070728219007,4063.494351097462,NaN,NaN,2779.4115181091465,2773.2436194334914
54,28.462999999999738,5,200,20,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005170534446845676,0.005377323419050617,16523728.548128484,16494914.499682017,4064.9389353505035,4061.39317226023,NaN,NaN,2778.6238120958724,2772.35195911742
55,29.608000000000175,5,100,30,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0041579891094194465,0.004347912754023242,16540546.530383363,16511986.341400987,4067.0070728219007,4063.494351097462,NaN,NaN,2779.4115181091465,2773.2436194334914
56,29.439000000000306,5,200,30,7,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.005170534446845676,0.005377323419050617,16523728.548128484,16494914.499682017,4064.9389353505035,4061.39317226023,NaN,NaN,2778.6238120958724,2772.35195911742
57,28.427999999999884,5,100,3,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.02106328964370674,0.022078166573347713,16259756.096720671,16217946.171501828,4032.33878744342,4027.151123499319,NaN,NaN,2757.4047626776205,2749.499367085376
58,31.493999999998778,5,200,3,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.020507711097042303,0.02126043200911021,16268984.03920742,16231507.557179159,4033.482867102254,4028.8345159833952,NaN,NaN,2758.0184072891757,2750.5915109059742
59,29.44499999999971,5,100,5,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.02620758815141544,0.02738125198710617,16174311.309392566,16129999.312311817,4021.7298901582844,4016.2170399907195,NaN,NaN,2748.7404339166596,2741.2984407462563
60,35.58599999999933,5,200,5,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.025821319839785528,0.02674242585883735,16180727.07505806,16140593.663932856,4022.527448639482,4017.5357700875365,NaN,NaN,2749.1225560745966,2742.2446117232626
61,30.354999999999563,5,100,7,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.028708620448437694,0.030284477457173553,16132770.140582172,16081851.95248419,4016.5619801743596,4010.2184419909336,NaN,NaN,2744.0155783361365,2737.0440195580723
62,38.64500000000044,5,200,7,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.028667147556629025,0.029913944665330705,16133458.989103533,16087996.902589075,4016.6477302725384,4010.9845303352986,NaN,NaN,2744.092975475657,2737.553812558614
63,34.58100000000013,5,100,10,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.029734694580100585,0.03264097434343738,16115727.45034337,16042771.590078512,4014.4398675709876,4005.342880463358,NaN,NaN,2742.5820214488417,2733.6681611904855
64,50.71100000000115,5,200,10,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.030405149403334608,0.03244684214062987,16104591.45780746,16045991.096492697,4013.0526358132233,4005.7447617756047,NaN,NaN,2741.270123895522,2734.19836973335
65,80.67400000000089,5,100,15,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.026928867484555252,0.03237259915429236,16162331.141614212,16047222.349047733,4020.2401845678587,4005.898444674769,NaN,NaN,2749.2522970667255,2737.6927025270866
66,151.67300000000068,5,200,15,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.029566911428017373,0.03354950992642425,16118514.262913736,16027704.351904532,4014.786951123775,4003.4615462003044,NaN,NaN,2745.282253310573,2737.0871068083825
67,199.2380000000012,5,100,20,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.02133196816432259,0.03013767675364243,16255293.45151856,16084286.508934846,4031.7853925424356,4010.5219746231096,NaN,NaN,2762.516296837187,2747.783709900475
68,397.60699999999997,5,200,20,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.026322757278963937,0.03241781661631693,16172398.39520312,16046472.458473599,4021.492060815627,4005.8048452806083,NaN,NaN,2755.4928128810097,2746.065454420346
69,371.6080000000002,5,100,30,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.016787059233257406,0.027849699110175874,16330782.612277513,16122230.54187797,4041.13630211572,4015.2497483815337,NaN,NaN,2774.384514041988,2756.029604230721
70,752.6180000000004,5,200,30,7,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.023423283784440585,0.031063150675549767,16220557.516554996,16068938.363780925,4027.475327864219,4008.608033193184,NaN,NaN,2765.8505819753755,2753.7498390260184
71,29.54700000000048,5,100,3,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.021901087636946204,0.022998069814177624,16245840.59954472,16202690.411038343,4030.6129310000383,4025.256564622725,NaN,NaN,2756.5063678061147,2748.6442180285676
72,32.0570000000007,5,200,3,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.02138059300300077,0.022221996325148874,16254485.811955363,16215560.88558956,4031.685232251566,4026.854962075188,NaN,NaN,2756.9054332278843,2749.4718762353546
73,31.25500000000102,5,100,5,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.028159196732938985,0.029685740061078048,16141895.853729155,16091781.468861504,4017.697830067507,4011.456277820002,NaN,NaN,2746.770220900491,2739.015137710467
74,35.52899999999863,5,200,5,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.02783955548111905,0.02901397119681426,16147204.969975445,16102922.145864435,4018.358491968511,4012.8446451195236,NaN,NaN,2746.9370059546795,2739.7271130654162
75,31.61199999999917,5,100,7,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.03175211739958528,0.033563808251020455,16082218.845913937,16027467.227166422,4010.2641865485543,4003.431931126895,NaN,NaN,2740.59699365095,2733.689372778657
76,40.65899999999965,5,200,7,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.03157978435621023,0.033194031025293724,16085081.230400126,16033599.646892924,4010.6210529542836,4004.1977532201036,NaN,NaN,2740.895006266017,2734.0298827513793
77,39.62700000000041,5,100,10,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.03221727874444691,0.03585339897950934,16074492.697805425,15989496.442672031,4009.300774175645,3998.686839785285,NaN,NaN,2739.198294663401,2730.4381498917687
78,59.449000000000524,5,200,10,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.033322998230147505,0.03624733244738754,16056127.129369097,15982963.41359054,4007.0097490983344,3997.8698595115047,NaN,NaN,2737.113804517056,2729.6851400747337
79,103.77200000000084,5,100,15,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.024193083729824427,0.03337306128008832,16207771.440373775,16030630.592581952,4025.8876586876804,4003.826993337993,NaN,NaN,2753.7751845403704,2740.2667440242067
80,199.53099999999904,5,200,15,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.028222358106680612,0.03520879814212996,16140846.768000826,16000186.562603286,4017.5672698787293,4000.0233202574314,NaN,NaN,2748.8666089101157,2737.9316623864192
81,285.59000000000015,5,100,20,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.010052252746608592,0.025778492178718748,16442645.115412844,16156579.62927559,4054.953158226719,4019.52480142561,NaN,NaN,2784.0675554517447,2761.951009299643
82,578.6119999999992,5,200,20,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.01961734961572159,0.029093523428093016,16283772.595373549,16101602.844300034,4035.315674810776,4012.68025692305,NaN,NaN,2772.0139343960927,2757.505335796706
83,591.9809999999998,5,100,30,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.005590040982026423,0.01650297445850768,16702457.499737771,16310405.673400288,4086.8640177693424,4038.6143259044047,NaN,NaN,2816.4641280739256,2788.6000957979795
84,1202.9279999999999,5,200,30,7,1e-4,0.632,EnumLimited,UniformAdaptive,16,0.8,0.009419053584881376,0.02209353047269913,16453162.30597421,16217691.37517338,4056.2497834790956,4027.119488564175,NaN,NaN,2798.532438623158,2780.631855430585
85,27.797999999998865,5,100,3,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011405707123691933,0.012142902073185025,16420164.76726919,16382713.517270837,4052.1802486154525,4047.556487224216,NaN,NaN,2774.096472885372,2766.725222430078
86,30.48400000000038,5,200,3,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011585255305447517,0.012347833479560144,16417182.542154869,16379314.91586545,4051.812254060505,4047.136631726862,NaN,NaN,2773.883135359816,2766.537097376356
87,27.483000000000175,5,100,5,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011409054588190748,0.012150258945969772,16420109.167192373,16382591.510211851,4052.1733880958714,4047.541415502978,NaN,NaN,2774.087517224541,2766.720770492045
88,30.610000000000582,5,200,5,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011589261995171962,0.012353639248439574,16417115.992604744,16379218.632457152,4051.804041733107,4047.1247364588544,NaN,NaN,2773.8726354300875,2766.5266312363206
89,27.4900000000016,5,100,7,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011417429383877464,0.012157023334726569,16419970.06510969,16382479.328962808,4052.1562241737042,4047.527557529758,NaN,NaN,2774.0798229608013,2766.712037591505
90,30.562999999998283,5,200,7,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011597787199351228,0.012355462580028176,16416974.392295793,16379188.394157376,4051.786567959348,4047.1210006815186,NaN,NaN,2773.85735838383,2766.524201227684
91,27.449000000000524,5,100,10,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011419233942196572,0.012163567713603496,16419940.092101404,16382370.79637797,4052.152525769656,4047.51415023814,NaN,NaN,2774.083458071874,2766.7218923452374
92,30.864999999997963,5,200,10,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.01159848520494744,0.01235776021538526,16416962.798695687,16379150.289960017,4051.785137281552,4047.1162931104436,NaN,NaN,2773.8614032530636,2766.5334239242065
93,28.567000000002736,5,100,15,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.0114125962703705,0.01216626523067077,16420050.341235798,16382326.060505327,4052.166129520827,4047.508623895115,NaN,NaN,2774.1750059008245,2766.7625331729078
94,30.627999999996973,5,200,15,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011599226170202592,0.012359165960997731,16416950.49155244,16379126.976944707,4051.7836185502847,4047.1134129086013,NaN,NaN,2773.8884867614247,2766.5506515442385
95,28.477999999999156,5,100,20,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011408486100483617,0.01216705419852171,16420118.60955097,16382312.976189485,4052.1745531937504,4047.507007552857,NaN,NaN,2774.1922991689526,2766.7414267725408
96,32.61899999999878,5,200,20,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011595939127242993,0.012358733544923561,16417005.088051107,16379134.148172893,4051.790355886038,4047.11429887678,NaN,NaN,2773.899317557388,2766.5459150632446
97,28.433999999997468,5,100,30,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011405896910655966,0.012167197831823184,16420161.614981905,16382310.594161524,4052.179859653555,4047.5067132941886,NaN,NaN,2774.1918175313094,2766.745671602442
98,32.57600000000093,5,200,30,20,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,0.011594504940199535,0.012359062283672118,16417028.909337282,16379128.696339069,4051.7932954850107,4047.113625330906,NaN,NaN,2773.9016758895036,2766.5472108967956
99,28.463999999999942,5,100,3,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.026573226926683735,0.02794700716369114,16168238.19226204,16120616.776114672,4020.974781351164,4015.048788758945,NaN,NaN,2752.4687438736223,2744.4644723364036
100,33.59899999999834,5,200,3,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.02661409966811068,0.02786260116351691,16167559.312003924,16122016.57303155,4020.8903630917275,4015.2231037679026,NaN,NaN,2752.358662786846,2744.689615337399
101,30.663000000000466,5,100,5,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.03137783909025105,0.03314498140232858,16088435.462328142,16034413.090378681,4011.039199799491,4004.299325772073,NaN,NaN,2743.4595874748416,2735.710481449064
102,37.70000000000073,5,200,5,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.03159400397927992,0.03322984120308092,16084845.04801933,16033005.767591028,4010.591608231799,4004.1235954439553,NaN,NaN,2742.8530179310496,2735.6074956339235
103,33.88500000000204,5,100,7,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.033318279173697674,0.03555310536306178,16056205.511052068,15994476.539793013,4007.019529656933,3999.309507876705,NaN,NaN,2738.7052095581575,2731.1659842286003
104,44.67399999999907,5,200,7,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.03345363199422369,0.03577185025017582,16053957.353611987,15990848.854344906,4006.738992449095,3998.855943184864,NaN,NaN,2738.3981985225164,2731.1788547732763
105,43.629000000000815,5,100,10,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.03150925902561441,0.03607490368649735,16086252.628573263,15985822.988115773,4010.767087300541,3998.2274807864264,NaN,NaN,2742.6839700252685,2733.3484383025975
106,74.18899999999849,5,200,10,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.032891175670275996,0.036705263749688855,16063299.533290915,15975369.038501332,4007.904631261941,3996.9199439695226,NaN,NaN,2740.2812086434224,2732.0430301905267
107,136.79999999999927,5,100,15,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.017841639508871965,0.029544390834493894,16313266.44613061,16094125.617514051,4038.9684878853177,4011.7484489327157,NaN,NaN,2771.713821046378,2756.917329333022
108,272.35199999999895,5,200,15,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.02335815960078369,0.03207962250006313,16221639.203788765,16052081.100990254,4027.609614124582,4006.504848492044,NaN,NaN,2765.6342826749787,2753.345729613795
109,400.9960000000028,5,100,20,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,-0.002763765708594379,0.01773607165602198,16655514.17222534,16289955.875379682,4081.1167800279054,4036.0817478564136,NaN,NaN,2822.2678056875743,2794.590797328697
110,791.9449999999997,5,200,20,20,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.00866537145554458,0.022783863213062472,16465680.671531277,16206242.83313152,4057.7925860658866,4025.697806980986,NaN,NaN,2807.1208879140972,2788.7231749845687
